item_name,description,github,gist,gitlab,bitbucket,launchpad,twitter,youtube,blogpost,cran,pypi,codeberg,website,publication,DOI,author1_name,author2_name,author3_name,author4_name,author5_name,author6_name,category,platform,tag1,tag2,tag3,tag4,tag5,notes,internetarchive
datplot,"datplot is a specialized R package that converts date ranges into straightforward 'steps,' facilitating chronological analysis of archaeological or historical data. By standardizing time intervals, users can track changes over time in areas like pottery consumption or other relevant variables. This ensures intuitive visual comparisons and reliable interpretations. The package provides robust functions to process raw data, manage date uncertainties, and format outputs for seamless visualization. Researchers can glean clearer insights from temporal datasets, ultimately improving their capacity to analyze significant shifts in material culture.",https://github.com/lsteinmann/datplot,,,,,,,,,,,,,,lsteinmann,Barbora Weissova,,,,,Packages and libraries,R,Chronological modelling,archhist-software-tool,,,,,https://archive.org/details/github.com-lsteinmann-datplot_-_2021-06-26_14-24-43
aoristic,"Aoristic is an R package designed to address temporal uncertainty in event data, commonly used in criminology and historical research. By calculating aoristic weights for each possible time interval of an event, it helps researchers handle incomplete or ambiguous timestamps in a structured manner, generating more nuanced analyses and visualizations. This approach can be particularly beneficial for analyzing ephemeral or uncertain time frames, such as those frequently encountered in chronological studies. The package simplifies data processing, fosters reproducibility, and supports robust temporal modelling.",https://github.com/jerryratcliffe/aoristic,,,,,,,,https://cran.r-project.org/package=aoristic,,,,,,jerryratcliffe,,,,,,Packages and libraries,R,Chronological modelling,archhist-software-tool,,,,,https://archive.org/details/github.com-jerryratcliffe-aoristic_-_2021-01-31_22-30-35
outliner,"Outliner is an R Shiny application that helps users trace the outlines of irregular shapes (images or other visual inputs) to generate coordinate data. By loading an image and drawing around its edges, researchers can capture precise shape information for potential morphological or geometric analysis. While it does not itself provide advanced analysis, Outliner’s exported coordinate data can be used in many downstream processes, such as comparing artifact shapes, performing morphological studies, or visualizing differences between shapes from multiple sources. Outliner requires ImageMagick and can be easily launched via R’s Shiny interface from GitHub.",https://github.com/benmarwick/outliner,,,,,,,,,,,,,,benmarwick,,,,,,Packages and libraries,R,Artefact morphology,,,,,,https://archive.org/details/github.com-benmarwick-outliner_-_2021-01-31_08-26-33
outlineR,"outlineR is an R package that automatically detects and extracts outline shapes from multiple artifacts in JPEG images, enabling morphological analysis. It facilitates comparative research by providing standardized shape data for subsequent statistical analysis and interpretation. Developed with a focus on archaeological and historical objects, outlineR helps researchers quantify the geometry of artifacts, thereby assisting in classification, documentation, and cross-comparative studies. The tool is also generalizable for other image-based shape extraction tasks, offering flexibility and reproducibility for a wide range of scholarly inquiries.",https://github.com/yesdavid/outlineR,,,,,,,,,,,,,10.5281/zenodo.4527470,yesdavid,,,,,,Packages and libraries,R,Artefact morphology,archhist-software-tool,,,,,https://archive.org/details/github.com-yesdavid-outlineR_-_2021-06-18_18-20-24
THANADOS,"THANADOS is a digital humanities platform that actively processes, visualizes, and curates archaeological data, especially focusing on burial contexts. With interactive maps, advanced searches, graph interfaces, data export features, and curation of anthropological information, it goes beyond static data hosting. Supported by OpenAtlas databases and referencing established standards like CIDOC CRM, THANADOS offers tools for multi-site management, radiocarbon calibration, and 3D modeling, making it a comprehensive resource for archaeologists seeking robust data analysis and collaboration features.",https://github.com/stefaneichert/thanados,,,,,,,,,,,https://thanados.net/,,,stefaneichert,,,,,,Standalone software,,API interfaces and web scrapers,Data management,archhist-software-tool,,,https://archive.org/details/github.com-stefaneichert-thanados_-_2021-06-29_09-29-29
swapdata,"Swapdata is an actively developed R package that consolidates a variety of archaeological and palaeoenvironmental datasets focusing on Southwest Asia’s prehistory. By offering scripts, tests, and workflows, it facilitates data wrangling, analysis, and automation tasks in archaeological research. This resource enables researchers to integrate, transform, and interpret raw data, advancing insights into the region’s past. The GitHub repository includes documentation, continuous integration workflows, and code examples to guide users.",https://github.com/joeroe/swapdata,,,,,,,,,,,,,,joeroe,,,,,,Lists and datasets,,Datasets,archhist-software-tool,,,,,https://archive.org/details/github.com-joeroe-swapdata_-_2021-03-25_14-55-43
c14-laboratory-code,"This repository provides a curated list of all known historical and contemporary radiocarbon laboratory codes that have appeared in published references, offering researchers a centralized resource to identify, cross-reference, or analyze how these laboratory codes are used over time. By collecting these identifiers across multiple publications, it aims to support more accurate data linking, referencing, or quality control in radiocarbon dating and ensures that labs are consistently documented, thus facilitating collaboration and transparency across the field.",https://github.com/letreiro/c14-laboratory-code,,,,,,,,,,,,,,letreiro,,,,,,Lists and datasets,,Datasets,"Radiocarbon dating, calibration and sequencing",,,,,https://archive.org/details/github.com-letreiro-c14-laboratory-code_-_2021-04-15_03-11-35
rapanui-radiocarbon,"This repository provides a comprehensive dataset of radiocarbon measurements and associated metadata for Rapa Nui (Easter Island). It collates historical and ongoing research findings, offering centralized access to chronological information that can support various archaeological and anthropological inquiries. By standardizing data points and referencing key literature, this resource facilitates cross-comparison of dating results and encourages collaborative analysis. Researchers can use these data for reconstructing settlement patterns and refining cultural chronologies.",https://github.com/clipo/rapanui-radiocarbon,,,,,,,,,,,,,,clipo,rdinapoli,,,,,Lists and datasets,,Datasets,"Radiocarbon dating, calibration and sequencing",,,,,https://archive.org/details/github.com-clipo-rapanui-radiocarbon_-_2021-03-31_17-01-02
Git-to-the-Point,Git-to-the-Point is a collaborative repository aimed at refining and standardizing typological assignments for diagnostic artifacts throughout the National Forests and Grasslands in Texas (NFGT). By leveraging version control and open collaboration, this repository encourages archaeologists, researchers, and others to propose revisions, discuss changes, and collectively maintain an authoritative reference for artifact classification. Through this shared process, the project promotes greater consistency in archaeological data, facilitating improved research outcomes while preserving critical historical information. Contributors can track revisions, engage with community feedback, and ensure that typological attributes remain accurate and up to date.,https://github.com/aksel-blaise/git-to-the-point,,,,,,,,,,,,,,aksel-blaise,,,,,,Lists and datasets,,Schemas and ontologies,,,,,,https://archive.org/details/github.com-aksel-blaise-git-to-the-point_-_2020-01-24_17-25-26
caddonet,"Caddonet is a curated bibliography of peer-reviewed articles focusing on Caddo archaeology from 2000 onward. This repository aims to provide a comprehensive listing of major studies, field reports, and academic analyses on the Caddo peoples, their heritage, and archaeological investigations of their historical sites. By collecting these references in one place, caddonet facilitates quick discovery of research materials, fosters collaboration among scholars, and encourages ongoing study of Caddo history, culture, and archaeological legacies.",https://github.com/aksel-blaise/caddonet,,,,,,,,,,,https://aksel-blaise.github.io/caddonet/,,,aksel-blaise,,,,,,Standalone software,,Datasets,Bibliography,,,,,https://archive.org/details/github.com-aksel-blaise-caddonet_-_2020-04-03_11-10-46
