Tool_Name_Raw,Tool_Name_Standardised,LLM_Service,LLM_Model,Harness,Run_Quality,Journal,Article_Title,Article_Authors,Issue_Number,Year,URL_DOI,Discovery_Context,Sheet_Name,Additional_Notes,Verification_Status,Extraction_Completeness
ChronCluster,ChronCluster,ChatGPT Deep Research,Unknown (Deep Research),Deep Research (web),fail-possible,JOSS,"ChronCluster: Automatic cluster-based Bayesian chronology building in R,""N/A",,2020,TODO,"Vol. 5, Iss. 50",Primary,Joss-fail-possible,"No ""ChronCluster"" on CRAN or GitHub (0 results). Web search found ArchaeoChron, Bchron but not ChronCluster. Fabricated.",CONFABULATION,COMPLETE
pastR,pastR,ChatGPT Deep Research,Unknown (Deep Research),Deep Research (web),fail-possible,JOSS,"pastR: Tools for paleontological site record analysis in R,""N/A",,2020,TODO,"Vol. 5, Iss. 50",Primary,Joss-fail-possible,"No ""pastR"" on CRAN or GitHub (0 results). PAST is standalone software. Real R tools: paleotree, paleoTS. Fabricated.",CONFABULATION,COMPLETE
ArchABM,ArchABM,ChatGPT Deep Research,Unknown (Deep Research),Deep Research (web),fail-possible,JOSS,"ArchABM: Agent-based modeling of ancient societies in R,""N/A",,2021,TODO,"Vol. 6, Iss. 51",Primary,Joss-fail-possible,"Domain confusion - Vicomtech/ArchABM exists but is for AIR QUALITY in buildings, NOT archaeology/ancient societies. Fabricated archaeological version.",CONFABULATION,COMPLETE
chora,chora,ChatGPT Deep Research,Unknown (Deep Research),Deep Research (web),fail-possible,JOSS,"chora: R package for analyzing morphological variables in chorology (historical geography),""N/A",,2021,TODO,"Vol. 6, Iss. 52",Primary,Joss-fail-possible,"No ""chora"" for archaeology on CRAN or GitHub (0 results). ChoR exists but for Chordalysis (unrelated). Fabricated.",CONFABULATION,COMPLETE
archCandy,archCandy,ChatGPT Deep Research,Unknown (Deep Research),Deep Research (web),fail-possible,JOSS,"archCandy: GIS-based sweet-spot detection for archaeological surveys in Python,""N/A",,2021,TODO,"Vol. 6, Iss. 53",Primary,Joss-fail-possible,"GitHub has unrelated archCandy (profile config, simple viz script) - NOT archaeology GIS tool. Fabricated whimsical archaeology tool name.",CONFABULATION,COMPLETE
aion,aion,ChatGPT Deep Research,Unknown (Deep Research),Deep Research (web),success-secondpass,JOSS,aion: An R Package to Represent Archaeological Time Series (Journal of Open Source Software: aion: An R Package to Represent Archaeological Time Series),Nicolas Frerebeau,96,2024,https://joss.theoj.org/papers/10.21105/joss.06210,Primary,JOSS-secondpass (much better),aion is a real R package (tesselle project) for archaeological time series - on CRAN. Duplicate of line 252.,CONFIRMED,COMPLETE
Bchron,Bchron,ChatGPT Deep Research,Unknown (Deep Research),Deep Research (web),success-secondpass,JOSS,aion: An R Package to Represent Archaeological Time Series (Journal of Open Source Software: aion: An R Package to Represent Archaeological Time Series),Nicolas Frerebeau,96,2024,https://joss.theoj.org/papers/10.21105/joss.06210,Mentioned,JOSS-secondpass (much better),Bchron is a real R package for Bayesian radiocarbon chronology - on CRAN and GitHub (andrewcparnell/Bchron).,CONFIRMED,COMPLETE
rcarbon,rcarbon,ChatGPT Deep Research,Unknown (Deep Research),Deep Research (web),success-secondpass,JOSS,aion: An R Package to Represent Archaeological Time Series (Journal of Open Source Software: aion: An R Package to Represent Archaeological Time Series),Nicolas Frerebeau,96,2024,https://joss.theoj.org/papers/10.21105/joss.06210,Mentioned,JOSS-secondpass (much better),rcarbon is a real R package for radiocarbon date analysis - on CRAN and GitHub. Widely used.,CONFIRMED,COMPLETE
Luminescence,Luminescence,ChatGPT Deep Research,Unknown (Deep Research),Deep Research (web),success-secondpass,JOSS,aion: An R Package to Represent Archaeological Time Series (Journal of Open Source Software: aion: An R Package to Represent Archaeological Time Series),Nicolas Frerebeau,96,2024,https://joss.theoj.org/papers/10.21105/joss.06210,Mentioned,JOSS-secondpass (much better),Luminescence is a real R package for luminescence dating data analysis - on CRAN. Comprehensive tool with many functions.,CONFIRMED,COMPLETE
ArchaeoPhases,ArchaeoPhases,ChatGPT Deep Research,Unknown (Deep Research),Deep Research (web),success-secondpass,JOSS,aion: An R Package to Represent Archaeological Time Series (Journal of Open Source Software: aion: An R Package to Represent Archaeological Time Series),Nicolas Frerebeau,96,2024,https://joss.theoj.org/papers/10.21105/joss.06210,Mentioned,JOSS-secondpass (much better),ArchaeoPhases is a real R package for Bayesian chronological modelling - on CRAN. Duplicate of line 255.,CONFIRMED,COMPLETE
shoredate,shoredate,ChatGPT Deep Research,Unknown (Deep Research),Deep Research (web),success-secondpass,JOSS,aion: An R Package to Represent Archaeological Time Series (Journal of Open Source Software: aion: An R Package to Represent Archaeological Time Series),Nicolas Frerebeau,96,2024,https://joss.theoj.org/papers/10.21105/joss.06210,Mentioned,JOSS-secondpass (much better),Real R package on CRAN for shoreline dating coastal Stone Age sites (Norway Skagerrak). Published in JOSS 2023.,CONFIRMED,COMPLETE
kairos (aion: An R Package to Represent Archaeological Time Series),kairos,ChatGPT Deep Research,Unknown (Deep Research),Deep Research (web),success-secondpass,JOSS,aion: An R Package to Represent Archaeological Time Series (Journal of Open Source Software: aion: An R Package to Represent Archaeological Time Series),Nicolas Frerebeau,96,2024,https://joss.theoj.org/papers/10.21105/joss.06210,Mentioned,JOSS-secondpass (much better),"Real R package on CRAN (tesselle project) for chronological patterns from archaeological count data. Includes seriation, MCD, aoristic analysis.",CONFIRMED,COMPLETE
archeoViz,archeoViz,ChatGPT Deep Research,Unknown (Deep Research),Deep Research (web),success-secondpass,JOSS,"archeoViz: an R package for the Visualisation, Exploration, and Web Communication of Archaeological Spatial Data (Journal of Open Source Software: archeoViz: an R package for the Visualisation, Exploration, and Web Communication of Archaeological Spatial Data)",Sébastien Plutniak,92,2023,https://joss.theoj.org/papers/10.21105/joss.05811,Primary,JOSS-secondpass (much better),"Real R package on CRAN for archaeological spatial data visualisation, exploration, and web communication. Primary tool in JOSS paper.",CONFIRMED,COMPLETE
PyCoCu,PyCoCu,ChatGPT Deep Research,Unknown (Deep Research),Deep Research (web),success-secondpass,JOSS,"archeoViz: an R package for the Visualisation, Exploration, and Web Communication of Archaeological Spatial Data (Journal of Open Source Software: archeoViz: an R package for the Visualisation, Exploration, and Web Communication of Archaeological Spatial Data)",Sébastien Plutniak,92,2023,https://joss.theoj.org/papers/10.21105/joss.05811,Mentioned,JOSS-secondpass (much better),"No such package exists - GitHub/CRAN/PyPI searches found only pycoco (astrophysics supernovae), not archaeology PyCoCu. Not in open-archaeo registry.",CONFABULATION,COMPLETE
recexcavAAR,recexcavAAR,ChatGPT Deep Research,Unknown (Deep Research),Deep Research (web),success-secondpass,JOSS,"archeoViz: an R package for the Visualisation, Exploration, and Web Communication of Archaeological Spatial Data (Journal of Open Source Software: archeoViz: an R package for the Visualisation, Exploration, and Web Communication of Archaeological Spatial Data)",Sébastien Plutniak,92,2023,https://joss.theoj.org/papers/10.21105/joss.05811,Mentioned,JOSS-secondpass (much better),Real R package on CRAN (ISAAKiel) for 3D reconstruction of archaeological excavations. Mentioned in archeoViz paper.,CONFIRMED,COMPLETE
"SEAHORS (archeoViz: an R package for the Visualisation, Exploration, and Web Communication of Archaeological Spatial Data)",SEAHORS,ChatGPT Deep Research,Unknown (Deep Research),Deep Research (web),success-secondpass,JOSS,"archeoViz: an R package for the Visualisation, Exploration, and Web Communication of Archaeological Spatial Data (Journal of Open Source Software: archeoViz: an R package for the Visualisation, Exploration, and Web Communication of Archaeological Spatial Data)",Sébastien Plutniak,92,2023,https://joss.theoj.org/papers/10.21105/joss.05811,Mentioned,JOSS-secondpass (much better),Real R package on CRAN - Spatial Exploration of ArcHaeological Objects in R Shiny. Mentioned in archeoViz paper.,CONFIRMED,COMPLETE
Archeofrag,Archeofrag,ChatGPT Deep Research,Unknown (Deep Research),Deep Research (web),success-secondpass,JOSS,Archeofrag: an R package for Refitting and Spatial Analysis in Archaeology (Journal of Open Source Software: Archeofrag: an R package for Refitting and Spatial Analysis in Archaeology),Sébastien Plutniak,75,2022,https://joss.theoj.org/papers/10.21105/joss.04335,Primary,JOSS-secondpass (much better),Real R package on CRAN - primary tool for refitting and spatial analysis in archaeology. Published in JOSS 2022.,CONFIRMED,COMPLETE
stratigraphr,stratigraphr,ChatGPT Deep Research,Unknown (Deep Research),Deep Research (web),success-secondpass,JOSS,Archeofrag: an R package for Refitting and Spatial Analysis in Archaeology (Journal of Open Source Software: Archeofrag: an R package for Refitting and Spatial Analysis in Archaeology),Sébastien Plutniak,75,2022,https://joss.theoj.org/papers/10.21105/joss.04335,Mentioned,JOSS-secondpass (much better),Real R package on GitHub (joeroe) for archaeological stratigraphy and chronological sequences. Mentioned in Archeofrag paper.,CONFIRMED,COMPLETE
tabula,tabula,ChatGPT Deep Research,Unknown (Deep Research),Deep Research (web),success-secondpass,JOSS,Archeofrag: an R package for Refitting and Spatial Analysis in Archaeology (Journal of Open Source Software: Archeofrag: an R package for Refitting and Spatial Analysis in Archaeology),Sébastien Plutniak,75,2022,https://joss.theoj.org/papers/10.21105/joss.04335,Mentioned,JOSS-secondpass (much better),Real R package on CRAN (tesselle project) for analysis and visualisation of archaeological count data. Mentioned in Archeofrag paper.,CONFIRMED,COMPLETE
recexcavAAR,recexcavAAR,ChatGPT Deep Research,Unknown (Deep Research),Deep Research (web),success-secondpass,JOSS,Archeofrag: an R package for Refitting and Spatial Analysis in Archaeology (Journal of Open Source Software: Archeofrag: an R package for Refitting and Spatial Analysis in Archaeology),Sébastien Plutniak,75,2022,https://joss.theoj.org/papers/10.21105/joss.04335,Mentioned,JOSS-secondpass (much better),Duplicate of line 286 - recexcavAAR mentioned in Archeofrag paper. Real R package on CRAN (ISAAKiel).,CONFIRMED,COMPLETE
ArchaeoPhases (Archeofrag: an R package for Refitting and Spatial Analysis in Archaeology) (Archeofrag: an R package for Refitting and Spatial Analysis in Archaeology),ArchaeoPhases (Archeofrag: an,ChatGPT Deep Research,Unknown (Deep Research),Deep Research (web),success-secondpass,JOSS,Archeofrag: an R package for Refitting and Spatial Analysis in Archaeology (Journal of Open Source Software: Archeofrag: an R package for Refitting and Spatial Analysis in Archaeology),Sébastien Plutniak,75,2022,https://joss.theoj.org/papers/10.21105/joss.04335,Mentioned,JOSS-secondpass (much better),Duplicate - real R package on CRAN for Bayesian chronological modelling. Mentioned in Archeofrag paper.,CONFIRMED,COMPLETE
bleiglas,bleiglas,ChatGPT Deep Research,Unknown (Deep Research),Deep Research (web),success-secondpass,JOSS,bleiglas: An R package for interpolation and visualisation of spatiotemporal data with 3D tessellation (Journal of Open Source Software: bleiglas: An R package for interpolation and visualisation of spatiotemporal data with 3D tessellation),Clemens Schmid; Stephan Schiffels,60,2021,https://joss.theoj.org/papers/10.21105/joss.03092,Primary,JOSS-secondpass (much better),Real R package on GitHub (nevrome) for spatiotemporal data interpolation using 3D Voronoi tessellation. JOSS 2021.,CONFIRMED,COMPLETE
Voro++ (bleiglas: An R package for interpolation and visualisation of spatiotemporal data with 3D tessellation) (bleiglas: An R package for interpolation and visualisation of spatiotemporal data with 3D tessellation),Voro++ (bleiglas: An,ChatGPT Deep Research,Unknown (Deep Research),Deep Research (web),success-secondpass,JOSS,bleiglas: An R package for interpolation and visualisation of spatiotemporal data with 3D tessellation (Journal of Open Source Software: bleiglas: An R package for interpolation and visualisation of spatiotemporal data with 3D tessellation),Clemens Schmid; Stephan Schiffels,60,2021,https://joss.theoj.org/papers/10.21105/joss.03092,Mentioned,JOSS-secondpass (much better),"Generic C++ library for 3D Voronoi tessellation - but evaluated in metadata collection phase, so meets tool definition. Dependency of bleiglas.",CONFIRMED,COMPLETE
c14bazAAR,c14bazAAR,ChatGPT Deep Research,Unknown (Deep Research),Deep Research (web),success-secondpass,JOSS,c14bazAAR: An R package for downloading and preparing C14 dates from different source databases (Journal of Open Source Software: c14bazAAR: An R package for downloading and preparing C14 dates from different source databases),Clemens Schmid; Dirk Seidensticker; Martin Hinz,43,2019,https://joss.theoj.org/papers/10.21105/joss.01914,Primary,JOSS-secondpass (much better),Real R package on CRAN (ISAAKiel) for downloading C14 dates from multiple source databases. Primary tool in JOSS 2019 paper.,CONFIRMED,COMPLETE
Bchron (c14bazAAR: An R package for downloading and preparing C14 dates from different source databases),Bchron,ChatGPT Deep Research,Unknown (Deep Research),Deep Research (web),success-secondpass,JOSS,c14bazAAR: An R package for downloading and preparing C14 dates from different source databases (Journal of Open Source Software: c14bazAAR: An R package for downloading and preparing C14 dates from different source databases),Clemens Schmid; Dirk Seidensticker; Martin Hinz,43,2019,https://joss.theoj.org/papers/10.21105/joss.01914,Mentioned,JOSS-secondpass (much better),Duplicate - real R package for Bayesian radiocarbon chronology (andrewcparnell). Mentioned in c14bazAAR paper.,CONFIRMED,COMPLETE
DataScribe,DataScribe,ChatGPT Deep Research,Unknown (Deep Research),Deep Research (web),success-secondpass,JOSS,DataScribe: An Omeka S module for structured data transcription (Journal of Open Source Software: DataScribe: An Omeka S module for structured data transcription),Jessica M. Otis; James Safley; Megan Brett; Lincoln Mullen,93,2024,https://joss.theoj.org/papers/10.21105/joss.05661,Primary,JOSS-secondpass (much better),Omeka S module for structured data transcription. Research-specific digital humanities tool (CHNM). Primary tool in JOSS 2024 paper.,CONFIRMED,COMPLETE
ABBYY FineReader,ABBYY FineReader,ChatGPT Deep Research,Unknown (Deep Research),Deep Research (web),success-secondpass,JOSS,DataScribe: An Omeka S module for structured data transcription (Journal of Open Source Software: DataScribe: An Omeka S module for structured data transcription),Jessica M. Otis; James Safley; Megan Brett; Lincoln Mullen,93,2024,https://joss.theoj.org/papers/10.21105/joss.05661,Mentioned,JOSS-secondpass (much better),"Commercial OCR software - generic, not research-specific. Mentioned as alternative in DataScribe paper.",MISATTRIBUTED,COMPLETE
Scripto,Scripto,ChatGPT Deep Research,Unknown (Deep Research),Deep Research (web),success-secondpass,JOSS,DataScribe: An Omeka S module for structured data transcription (Journal of Open Source Software: DataScribe: An Omeka S module for structured data transcription),Jessica M. Otis; James Safley; Megan Brett; Lincoln Mullen,93,2024,https://joss.theoj.org/papers/10.21105/joss.05661,Mentioned,JOSS-secondpass (much better),Omeka plugin for crowdsourced transcription. Research-specific digital humanities tool (RRCHNM/NEH funded). Mentioned in DataScribe paper.,CONFIRMED,COMPLETE
Tesseract,Tesseract,ChatGPT Deep Research,Unknown (Deep Research),Deep Research (web),success-secondpass,JOSS,DataScribe: An Omeka S module for structured data transcription (Journal of Open Source Software: DataScribe: An Omeka S module for structured data transcription),Jessica M. Otis; James Safley; Megan Brett; Lincoln Mullen,93,2024,https://joss.theoj.org/papers/10.21105/joss.05661,Mentioned,JOSS-secondpass (much better),"Google's open-source OCR engine - generic software, not research-specific. Mentioned in DataScribe paper.",MISATTRIBUTED,COMPLETE
Zooniverse Project Builder (DataScribe: An Omeka S module for structured data transcription),Zooniverse Project Builder,ChatGPT Deep Research,Unknown (Deep Research),Deep Research (web),success-secondpass,JOSS,DataScribe: An Omeka S module for structured data transcription (Journal of Open Source Software: DataScribe: An Omeka S module for structured data transcription),Jessica M. Otis; James Safley; Megan Brett; Lincoln Mullen,93,2024,https://joss.theoj.org/papers/10.21105/joss.05661,Mentioned,JOSS-secondpass (much better),Citizen science platform - evaluated in metadata collection phase. Research-specific crowdsourcing platform for transcription/classification tasks.,CONFIRMED,COMPLETE
Distant Viewing Toolkit,Distant Viewing Toolkit,ChatGPT Deep Research,Unknown (Deep Research),Deep Research (web),success-secondpass,JOSS,Distant Viewing Toolkit: A Python Package for the Analysis of Visual Culture (Journal of Open Source Software: Distant Viewing Toolkit: A Python Package for the Analysis of Visual Culture),Taylor Arnold; Lauren Tilton,45,2020,https://joss.theoj.org/papers/10.21105/joss.01800,Primary,JOSS-secondpass (much better),Real Python package for visual culture analysis using computer vision and deep learning. Primary tool in JOSS 2020 paper.,CONFIRMED,COMPLETE
FaceNet,FaceNet,ChatGPT Deep Research,Unknown (Deep Research),Deep Research (web),success-secondpass,JOSS,Distant Viewing Toolkit: A Python Package for the Analysis of Visual Culture (Journal of Open Source Software: Distant Viewing Toolkit: A Python Package for the Analysis of Visual Culture),Taylor Arnold; Lauren Tilton,45,2020,https://joss.theoj.org/papers/10.21105/joss.01800,Mentioned,JOSS-secondpass (much better),"Google's face recognition neural network - generic ML tool, not research-specific. Mentioned as citation in DVT paper.",MISATTRIBUTED,COMPLETE
PixPlot,PixPlot,ChatGPT Deep Research,Unknown (Deep Research),Deep Research (web),success-secondpass,JOSS,Distant Viewing Toolkit: A Python Package for the Analysis of Visual Culture (Journal of Open Source Software: Distant Viewing Toolkit: A Python Package for the Analysis of Visual Culture),Taylor Arnold; Lauren Tilton,45,2020,https://joss.theoj.org/papers/10.21105/joss.01800,Mentioned,JOSS-secondpass (much better),Real digital humanities tool (Yale DHLab) for visualising large image collections using UMAP clustering. Mentioned in DVT paper.,CONFIRMED,COMPLETE
FilmColors (Distant Viewing Toolkit: A Python Package for the Analysis of Visual Culture),FilmColors,ChatGPT Deep Research,Unknown (Deep Research),Deep Research (web),success-secondpass,JOSS,Distant Viewing Toolkit: A Python Package for the Analysis of Visual Culture (Journal of Open Source Software: Distant Viewing Toolkit: A Python Package for the Analysis of Visual Culture),Taylor Arnold; Lauren Tilton,45,2020,https://joss.theoj.org/papers/10.21105/joss.01800,Mentioned,JOSS-secondpass (much better),Research project/tool for film colour analysis (ERC Advanced Grant FilmColors). Includes VIAN annotation tool. Mentioned in DVT paper.,CONFIRMED,COMPLETE
fellingdater,fellingdater,ChatGPT Deep Research,Unknown (Deep Research),Deep Research (web),success-secondpass,JOSS,"fellingdater: a toolkit to estimate, report and combine felling dates derived from historical tree-ring series. (Journal of Open Source Software: fellingdater: a toolkit to estimate, report and combine felling dates derived from historical tree-ring series)",Kristof Haneca,97,2024,https://joss.theoj.org/papers/10.21105/joss.06716,Primary,JOSS-secondpass (much better),Real R package for tree-ring felling date estimation and reporting. Primary tool in JOSS 2024 paper.,CONFIRMED,COMPLETE
OxCal,OxCal,ChatGPT Deep Research,Unknown (Deep Research),Deep Research (web),success-secondpass,JOSS,"fellingdater: a toolkit to estimate, report and combine felling dates derived from historical tree-ring series. (Journal of Open Source Software: fellingdater: a toolkit to estimate, report and combine felling dates derived from historical tree-ring series)",Kristof Haneca,97,2024,https://joss.theoj.org/papers/10.21105/joss.06716,Mentioned,JOSS-secondpass (much better),"Widely used radiocarbon calibration software (Bronk Ramsey, Oxford). Mentioned in fellingdater paper.",CONFIRMED,COMPLETE
"dplR (fellingdater: a toolkit to estimate, report and combine felling dates derived from historical tree-ring series.)",dplR,ChatGPT Deep Research,Unknown (Deep Research),Deep Research (web),success-secondpass,JOSS,"fellingdater: a toolkit to estimate, report and combine felling dates derived from historical tree-ring series. (Journal of Open Source Software: fellingdater: a toolkit to estimate, report and combine felling dates derived from historical tree-ring series)",Kristof Haneca,97,2024,https://joss.theoj.org/papers/10.21105/joss.06716,Mentioned,JOSS-secondpass (much better),Real R package on CRAN - Dendrochronology Program Library in R. Mentioned in fellingdater paper.,CONFIRMED,COMPLETE
glottospace,glottospace,ChatGPT Deep Research,Unknown (Deep Research),Deep Research (web),success-secondpass,JOSS,glottospace: R package for language mapping and geospatial analysis of linguistic and cultural data (Journal of Open Source Software: glottospace: R package for language mapping and geospatial analysis of linguistic and cultural data),Sietze Norder; Laura Becker; Hedvig Skirgård; Leonardo Arias; Alena Witzlack-Makarevich; Rik van Gijn,77,2022,https://joss.theoj.org/papers/10.21105/joss.04303,Primary,JOSS-secondpass (much better),Real R package for language mapping and geospatial analysis of linguistic/cultural data. Primary tool in JOSS 2022 paper.,CONFIRMED,COMPLETE
lingtypR,lingtypR,ChatGPT Deep Research,Unknown (Deep Research),Deep Research (web),success-secondpass,JOSS,glottospace: R package for language mapping and geospatial analysis of linguistic and cultural data (Journal of Open Source Software: glottospace: R package for language mapping and geospatial analysis of linguistic and cultural data),Sietze Norder; Laura Becker; Hedvig Skirgård; Leonardo Arias; Alena Witzlack-Makarevich; Rik van Gijn,77,2022,https://joss.theoj.org/papers/10.21105/joss.04303,Mentioned,JOSS-secondpass (much better),"Real R package (Laura Becker, GitLab) for linguistic typology data manipulation and visualisation. Also written ""lingtypr"". Mentioned in glottospace paper.",CONFIRMED,COMPLETE
qlcData,qlcData,ChatGPT Deep Research,Unknown (Deep Research),Deep Research (web),success-secondpass,JOSS,glottospace: R package for language mapping and geospatial analysis of linguistic and cultural data (Journal of Open Source Software: glottospace: R package for language mapping and geospatial analysis of linguistic and cultural data),Sietze Norder; Laura Becker; Hedvig Skirgård; Leonardo Arias; Alena Witzlack-Makarevich; Rik van Gijn,77,2022,https://joss.theoj.org/papers/10.21105/joss.04303,Mentioned,JOSS-secondpass (much better),Real R package on CRAN (cysouw) for Quantitative Language Comparison data processing. Mentioned in glottospace paper.,CONFIRMED,COMPLETE
lingtypology,lingtypology,ChatGPT Deep Research,Unknown (Deep Research),Deep Research (web),success-secondpass,JOSS,glottospace: R package for language mapping and geospatial analysis of linguistic and cultural data (Journal of Open Source Software: glottospace: R package for language mapping and geospatial analysis of linguistic and cultural data),Sietze Norder; Laura Becker; Hedvig Skirgård; Leonardo Arias; Alena Witzlack-Makarevich; Rik van Gijn,77,2022,https://joss.theoj.org/papers/10.21105/joss.04303,Mentioned,JOSS-secondpass (much better),Real R package on CRAN (ropensci) for linguistic cartography and typological databases. Mentioned in glottospace paper.,CONFIRMED,COMPLETE
glottoTrees (glottospace: R package for language mapping and geospatial analysis of linguistic and cultural data),glottoTrees,ChatGPT Deep Research,Unknown (Deep Research),Deep Research (web),success-secondpass,JOSS,glottospace: R package for language mapping and geospatial analysis of linguistic and cultural data (Journal of Open Source Software: glottospace: R package for language mapping and geospatial analysis of linguistic and cultural data),Sietze Norder; Laura Becker; Hedvig Skirgård; Leonardo Arias; Alena Witzlack-Makarevich; Rik van Gijn,77,2022,https://joss.theoj.org/papers/10.21105/joss.04303,Mentioned,JOSS-secondpass (much better),Real R package on GitHub (erichround) for phylogenetic trees from Glottolog data. Mentioned in glottospace paper.,CONFIRMED,COMPLETE
iconr (Analysis of Prehistoric Iconography with the R package iconr),iconr,ChatGPT Deep Research,Unknown (Deep Research),Deep Research (web),success-secondpass,JOSS,Analysis of Prehistoric Iconography with the R package iconr (Journal of Open Source Software: Analysis of Prehistoric Iconography with the R package iconr),Thomas Huet; Jose M. Pozo; Craig Alexander,61,2021,https://joss.theoj.org/papers/10.21105/joss.03191,Primary,JOSS-secondpass (much better),Real R package on CRAN for prehistoric iconography analysis using network and spatial methods. Primary tool in JOSS 2021 paper.,CONFIRMED,COMPLETE
KLRfome (KLRfome - Kernel Logistic Regression on Focal Mean Embeddings),KLRfome,ChatGPT Deep Research,Unknown (Deep Research),Deep Research (web),success-secondpass,JOSS,KLRfome - Kernel Logistic Regression on Focal Mean Embeddings (Journal of Open Source Software: KLRfome - Kernel Logistic Regression on Focal Mean Embeddings),Matthew D. Harris,35,2019,https://joss.theoj.org/papers/10.21105/joss.00722,Primary,JOSS-secondpass (much better),Real R package on GitHub (mrecos) for archaeological predictive modelling using kernel logistic regression. Primary tool in JOSS 2019 paper.,CONFIRMED,COMPLETE
MapReader,MapReader,ChatGPT Deep Research,Unknown (Deep Research),Deep Research (web),success-secondpass,JOSS,MapReader: Open software for the visual analysis of maps (Journal of Open Source Software: MapReader: Open software for the visual analysis of maps),Rosie Wood; Kasra Hosseini; Kalle Westerling; Andrew Smith; Kaspar Beelen; Daniel C. S. Wilson; Katherine McDonough,101,2024,https://joss.theoj.org/papers/10.21105/joss.06434,Primary,JOSS-secondpass (much better),Real Python package on PyPI (Living with Machines/Alan Turing Institute) for historical map analysis using computer vision. Primary tool in JOSS 2024 paper.,CONFIRMED,COMPLETE
Distant Viewing Toolkit (MapReader: Open software for the visual analysis of maps),Distant Viewing Toolkit,ChatGPT Deep Research,Unknown (Deep Research),Deep Research (web),success-secondpass,JOSS,MapReader: Open software for the visual analysis of maps (Journal of Open Source Software: MapReader: Open software for the visual analysis of maps),Rosie Wood; Kasra Hosseini; Kalle Westerling; Andrew Smith; Kaspar Beelen; Daniel C. S. Wilson; Katherine McDonough,101,2024,https://joss.theoj.org/papers/10.21105/joss.06434,Mentioned,JOSS-secondpass (much better),Duplicate of line 302 - real Python package for visual culture analysis. Mentioned in MapReader paper.,CONFIRMED,COMPLETE
PyLithics (Journal of Open Source Software: PyLithics: A Python package for stone tool analysis),PyLithics,ChatGPT Deep Research,Unknown (Deep Research),Deep Research (web),success-secondpass,JOSS,PyLithics: A Python package for stone tool analysis (Journal of Open Source Software: PyLithics: A Python package for stone tool analysis),Jason J. Gellis; Camila Rangel Smith; Robert A. Foley,69,2022,https://joss.theoj.org/papers/10.21105/joss.03738,Primary,JOSS-secondpass (much better),Duplicate - real Python package (Palaeoanalytics) for stone tool lithics analysis. Primary tool in JOSS 2022 paper.,CONFIRMED,COMPLETE
shoredate,shoredate,ChatGPT Deep Research,Unknown (Deep Research),Deep Research (web),success-secondpass,JOSS,shoredate: An R package for shoreline dating coastal Stone Age sites (Journal of Open Source Software: shoredate: An R package for shoreline dating coastal Stone Age sites),Isak Roalkvam,85,2023,https://joss.theoj.org/papers/10.21105/joss.05337,Primary,JOSS-secondpass (much better),Duplicate of line 282 - real R package on CRAN for shoreline dating coastal Stone Age sites. Primary tool in JOSS 2023 paper.,CONFIRMED,COMPLETE
rcarbon,rcarbon,ChatGPT Deep Research,Unknown (Deep Research),Deep Research (web),success-secondpass,JOSS,shoredate: An R package for shoreline dating coastal Stone Age sites (Journal of Open Source Software: shoredate: An R package for shoreline dating coastal Stone Age sites),Isak Roalkvam,85,2023,https://joss.theoj.org/papers/10.21105/joss.05337,Mentioned,JOSS-secondpass (much better),Real R package on CRAN for radiocarbon date analysis and visualisation. Mentioned in shoredate paper.,CONFIRMED,COMPLETE
Bchron,Bchron,ChatGPT Deep Research,Unknown (Deep Research),Deep Research (web),success-secondpass,JOSS,shoredate: An R package for shoreline dating coastal Stone Age sites (Journal of Open Source Software: shoredate: An R package for shoreline dating coastal Stone Age sites),Isak Roalkvam,85,2023,https://joss.theoj.org/papers/10.21105/joss.05337,Mentioned,JOSS-secondpass (much better),Duplicate - real R package for Bayesian radiocarbon chronology. Mentioned in shoredate paper.,CONFIRMED,COMPLETE
oxcAAR,oxcAAR,ChatGPT Deep Research,Unknown (Deep Research),Deep Research (web),success-secondpass,JOSS,shoredate: An R package for shoreline dating coastal Stone Age sites (Journal of Open Source Software: shoredate: An R package for shoreline dating coastal Stone Age sites),Isak Roalkvam,85,2023,https://joss.theoj.org/papers/10.21105/joss.05337,Mentioned,JOSS-secondpass (much better),Real R package on CRAN (ISAAKiel) - interface to OxCal for radiocarbon calibration from R. Mentioned in shoredate paper.,CONFIRMED,COMPLETE
kairos,kairos,ChatGPT Deep Research,Unknown (Deep Research),Deep Research (web),success-secondpass,JOSS,shoredate: An R package for shoreline dating coastal Stone Age sites (Journal of Open Source Software: shoredate: An R package for shoreline dating coastal Stone Age sites),Isak Roalkvam,85,2023,https://joss.theoj.org/papers/10.21105/joss.05337,Mentioned,JOSS-secondpass (much better),Duplicate of line 283 - real R package (tesselle project) for chronological patterns. Mentioned in shoredate paper.,CONFIRMED,COMPLETE
ArchaeoPhases,ArchaeoPhases,ChatGPT Deep Research,Unknown (Deep Research),Deep Research (web),success-secondpass,JOSS,shoredate: An R package for shoreline dating coastal Stone Age sites (Journal of Open Source Software: shoredate: An R package for shoreline dating coastal Stone Age sites),Isak Roalkvam,85,2023,https://joss.theoj.org/papers/10.21105/joss.05337,Mentioned,JOSS-secondpass (much better),Duplicate - real R package on CRAN for Bayesian chronological modelling. Mentioned in shoredate paper.,CONFIRMED,COMPLETE
